Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSOCUG00000003240	5	11194886	11214652
ENSOCUG00000029206	GL019334	16326	22948
ENSOCUG00000031066	14	65948666	65960339
ENSOCUG00000037599	GL018867	21302	23068
ENSOCUG00000000377	GL018928	248499	316421
ENSOCUG00000008850	19	50421353	50430976
ENSOCUG00000003775	13	50321997	50327941
ENSOCUG00000022116	1	125361040	125361194
ENSOCUG00000034089	16	53597274	53601741
ENSOCUG00000001517	13	114664662	114684407
ENSOCUG00000037253	GL018751	1806635	1808187
ENSOCUG00000007506	3	10590758	10661524
ENSOCUG00000004151	4	37238319	37245884
ENSOCUG00000010949	1	72228527	72347614
ENSOCUG00000026631	9	89494494	89494865
ENSOCUG00000021368	GL018734	953304	993120
ENSOCUG00000026601	GL019010	207187	208185
ENSOCUG00000017754	X	1158025	1182992
ENSOCUG00000006556	12	58034193	58046831
ENSOCUG00000039050	GL018751	1809073	1810712
ENSOCUG00000003330	2	959253	1120991
ENSOCUG00000036215	5	11484696	11501040
ENSOCUG00000003380	3	57625714	57634225
ENSOCUG00000031985	GL018828	117347	118633
ENSOCUG00000019537	3	115608841	115609001
ENSOCUG00000004103	8	2529467	2551455
ENSOCUG00000032849	13	87598511	87598574
ENSOCUG00000027372	GL019134	44371	49994
ENSOCUG00000027561	1	32373937	32374506
ENSOCUG00000029421	17	54379631	54439140
ENSOCUG00000025578	9	89501456	89501619
ENSOCUG00000004902	GL018699	202449	204725
ENSOCUG00000011103	14	118925610	118926884
ENSOCUG00000005167	13	5950316	5963902
ENSOCUG00000021384	GL019335	12523	12962
ENSOCUG00000000170	11	58394677	58464267
ENSOCUG00000030582	GL018751	1810798	1821973
ENSOCUG00000001374	20	24178832	24359685
ENSOCUG00000038680	5	11514848	11518639
ENSOCUG00000032473	13	119210988	119232761
ENSOCUG00000022044	GL018867	24132	26864
ENSOCUG00000023693	9	49482572	49483701
ENSOCUG00000035898	4	37259969	37261852
ENSOCUG00000030137	1	125542887	125543070
ENSOCUG00000034106	3	707562	712287
ENSOCUG00000033207	12	58127887	58178379
ENSOCUG00000009356	GL018928	266771	273275
ENSOCUG00000033933	13	62349915	62379956
ENSOCUG00000008548	1	32393380	32395233
ENSOCUG00000011814	12	96932067	97049433
ENSOCUG00000018670	GL018699	203912	204038
ENSOCUG00000012892	14	40107256	40168097
ENSOCUG00000038566	9	89587836	89589257
ENSOCUG00000019264	12	58129088	58129149
ENSOCUG00000007393	16	53888050	53888319
ENSOCUG00000039388	1	11647948	11659676
ENSOCUG00000030058	GL018867	35585	37140
ENSOCUG00000015383	7	148713234	148907011
ENSOCUG00000008980	17	31569634	31589621
ENSOCUG00000016140	GL018774	257769	495477
ENSOCUG00000008816	11	85405821	85406628
ENSOCUG00000036662	GL019367	59759	65568
ENSOCUG00000024406	1	114492471	114492577
ENSOCUG00000001555	19	48352084	48370630
ENSOCUG00000019326	12	27804747	27804878
ENSOCUG00000004079	5	11578366	11581856
ENSOCUG00000008776	3	115744270	115767708
ENSOCUG00000001341	13	113322494	113329720
ENSOCUG00000030186	1	135783550	135850408
ENSOCUG00000016186	12	38837053	38867917
ENSOCUG00000031833	GL018928	280548	281870
ENSOCUG00000012585	GL019134	54788	74877
ENSOCUG00000024553	17	81258641	81258734
ENSOCUG00000019290	12	58159842	58159903
ENSOCUG00000012580	1	161972383	161972831
ENSOCUG00000011598	12	23626318	23629496
ENSOCUG00000012705	GL018734	993607	1002355
ENSOCUG00000038281	GL018774	524404	555943
ENSOCUG00000020954	GL018867	39537	39731
ENSOCUG00000026628	GL019011	15500	24763
ENSOCUG00000009787	X	23430127	23442621
ENSOCUG00000006464	1	18127929	18131134
ENSOCUG00000028137	7	160292260	160298430
ENSOCUG00000030646	5	11678829	11710714
ENSOCUG00000037683	GL019336	13663	14697
ENSOCUG00000026019	1	107553732	107553837
ENSOCUG00000005261	11	85424333	85433772
ENSOCUG00000007996	X	33139723	33140445
ENSOCUG00000004002	14	31793788	31801386
ENSOCUG00000037206	12	27949665	27949724
ENSOCUG00000023145	17	81261331	81261424
ENSOCUG00000000388	16	54036383	54066460
ENSOCUG00000025938	7	148926255	148926339
ENSOCUG00000024842	9	89664175	89872223
ENSOCUG00000032863	12	58177590	58178663
ENSOCUG00000014415	GL018828	128368	219963
ENSOCUG00000005634	13	36782329	36789362
ENSOCUG00000014803	13	80459302	80475658
ENSOCUG00000036770	12	27977156	27978289
ENSOCUG00000014067	20	30598400	30611949
ENSOCUG00000023646	1	79757787	79764948
ENSOCUG00000029910	GL018734	1011853	1017935
ENSOCUG00000025082	17	81262932	81263025
ENSOCUG00000035411	13	62608599	62616663
ENSOCUG00000029376	3	115774479	115776579
ENSOCUG00000001028	13	126557749	126571194
ENSOCUG00000034655	12	58692268	58695478
ENSOCUG00000037756	1	126301063	126394706
ENSOCUG00000027827	19	12273333	12277627
ENSOCUG00000015854	GL018774	558770	744310
ENSOCUG00000026793	17	81265600	81265693
ENSOCUG00000005014	14	78820185	78839001
ENSOCUG00000023912	17	81268257	81268350
ENSOCUG00000030464	12	50615874	50616602
ENSOCUG00000027909	GL018734	1017956	1018993
ENSOCUG00000013013	9	55467674	56021389
ENSOCUG00000004500	GL018706	4579001	4708907
ENSOCUG00000025926	17	81270909	81271002
ENSOCUG00000003664	GL018928	319601	336288
ENSOCUG00000024984	GL019368	29616	55786
ENSOCUG00000001074	1	146158595	146159539
ENSOCUG00000028703	14	110131039	110131164
ENSOCUG00000011900	5	1565716	1606132
ENSOCUG00000032038	12	124551151	124622428
ENSOCUG00000026716	11	10218339	10236548
ENSOCUG00000032729	GL018774	746973	750552
ENSOCUG00000002563	19	11563858	11565443
ENSOCUG00000026375	17	40420741	40421700
ENSOCUG00000021597	GL018752	217026	353202
ENSOCUG00000010116	GL018828	143894	147059
ENSOCUG00000012511	7	130158277	130254215
ENSOCUG00000003796	14	28411246	28461357
ENSOCUG00000021725	17	81273959	81274052
ENSOCUG00000008001	X	33165651	33175549
ENSOCUG00000012674	GL018867	50466	250738
ENSOCUG00000011714	GL019011	55989	156274
ENSOCUG00000035208	GL018928	330725	331684
ENSOCUG00000023029	GL018774	762909	767199
ENSOCUG00000008091	GL018699	208728	216313
ENSOCUG00000035008	GL019336	17956	19421
ENSOCUG00000036954	GL018706	4752918	4768300
ENSOCUG00000014218	19	50445637	50494243
ENSOCUG00000002123	7	17042064	17989564
ENSOCUG00000034929	X	23486790	23510555
ENSOCUG00000035866	GL019336	29555	32123
ENSOCUG00000034259	GL018774	821409	822524
ENSOCUG00000033511	3	15601146	15602228
ENSOCUG00000023795	14	81591942	81592148
ENSOCUG00000004228	GL018828	151218	154060
ENSOCUG00000002891	13	1245330	1261312
ENSOCUG00000039421	GL018706	4896626	4931859
ENSOCUG00000003542	14	43094071	43109250
ENSOCUG00000012866	GL018734	1047824	1071460
ENSOCUG00000030002	GL018774	831129	832298
ENSOCUG00000000454	X	23588575	23588931
ENSOCUG00000028492	7	44905290	44905395
ENSOCUG00000002750	19	12306534	12313534
ENSOCUG00000005038	GL019337	8448	9128
ENSOCUG00000029734	13	62637671	62640017
ENSOCUG00000036295	GL018706	4933161	4962579
ENSOCUG00000009765	19	29739364	29741738
ENSOCUG00000009941	8	48802623	48826754
ENSOCUG00000024142	GL018928	340485	397895
ENSOCUG00000039490	14	110296177	110311261
ENSOCUG00000010112	14	81642778	81647270
ENSOCUG00000014363	16	34742513	35065971
ENSOCUG00000038428	GL018929	50484	72015
ENSOCUG00000029414	7	149002530	149033100
ENSOCUG00000033355	13	119247814	119253266
ENSOCUG00000022706	GL019337	32699	65781
ENSOCUG00000017895	2	90925884	90989323
ENSOCUG00000016635	12	3587072	3706063
ENSOCUG00000000328	GL019134	81021	92891
ENSOCUG00000022611	GL018774	843663	844358
ENSOCUG00000002712	GL018734	1078461	1102705
ENSOCUG00000030578	13	113374888	113375898
ENSOCUG00000036973	GL018706	4939909	4956220
ENSOCUG00000027920	5	22246924	22263562
ENSOCUG00000023816	GL018751	238755	250928
ENSOCUG00000011036	GL019849	9132	20392
ENSOCUG00000026435	2	105904491	105904617
ENSOCUG00000022460	16	77767839	77767972
ENSOCUG00000017836	GL019011	76620	93505
ENSOCUG00000038797	GL018929	386920	402693
ENSOCUG00000023812	GL019339	33948	34877
ENSOCUG00000030756	GL018828	181049	275001
ENSOCUG00000036572	19	12314430	12315056
ENSOCUG00000029993	GL018930	112052	113313
ENSOCUG00000015129	14	31822789	31880067
ENSOCUG00000019735	5	11699273	11699429
ENSOCUG00000026031	19	12318227	12319622
ENSOCUG00000008031	19	44024630	44028912
ENSOCUG00000035018	GL019339	38128	41313
ENSOCUG00000023582	GL019011	93575	96760
ENSOCUG00000021716	17	44091620	44103307
ENSOCUG00000002704	GL018734	1141751	1168017
ENSOCUG00000027383	GL018752	258210	422782
ENSOCUG00000035384	GL019339	54285	62004
ENSOCUG00000032053	19	50533742	50534748
ENSOCUG00000002857	17	44190778	44194393
ENSOCUG00000023148	9	17743872	17748913
ENSOCUG00000035074	X	109130570	109156244
ENSOCUG00000030056	GL019754	11108	21127
ENSOCUG00000025440	GL018752	263671	271039
ENSOCUG00000022457	1	110661783	110664201
ENSOCUG00000024530	GL019011	106234	108836
ENSOCUG00000031061	19	50558667	50568568
ENSOCUG00000027673	9	17746421	17747368
ENSOCUG00000023115	17	40433949	40434896
ENSOCUG00000037380	GL019755	22984	26679
ENSOCUG00000023460	13	26268166	26283647
ENSOCUG00000008231	GL018718	542140	575701
ENSOCUG00000002701	GL018734	1173198	1182117
ENSOCUG00000025834	1	114547352	114692292
ENSOCUG00000023930	19	45672478	45675871
ENSOCUG00000026840	17	81276608	81276701
ENSOCUG00000015083	7	160314324	160431396
ENSOCUG00000003843	1	107647507	107940282
ENSOCUG00000027066	16	77959845	77988415
ENSOCUG00000035528	GL018752	481862	491758
ENSOCUG00000024772	GL019369	1111	3311
ENSOCUG00000000323	GL019134	93649	148067
ENSOCUG00000005900	9	4855903	4921923
ENSOCUG00000024525	GL018828	200609	210317
ENSOCUG00000005619	9	17750071	17751979
ENSOCUG00000008082	GL018699	218572	338833
ENSOCUG00000020983	GL019011	120915	123152
ENSOCUG00000025627	17	40461809	40462735
ENSOCUG00000030512	GL019340	8077	9175
ENSOCUG00000038712	1	162132938	162133038
ENSOCUG00000037876	16	54358896	54432673
ENSOCUG00000021841	GL019134	140573	140679
ENSOCUG00000016568	3	95468448	95472020
ENSOCUG00000004627	17	8941946	8981950
ENSOCUG00000002689	GL018734	1181628	1198406
ENSOCUG00000027472	17	81279265	81279358
ENSOCUG00000031842	GL018752	572526	573446
ENSOCUG00000022363	16	23635408	23635571
ENSOCUG00000036250	1	162612637	162612956
ENSOCUG00000024734	GL019756	459	23498
ENSOCUG00000011848	19	12325823	12328003
ENSOCUG00000036225	GL018699	381185	382465
ENSOCUG00000038632	GL019340	27433	82022
ENSOCUG00000018154	19	17740535	17740698
ENSOCUG00000007519	11	85438216	85468258
ENSOCUG00000035129	17	8957813	8959534
ENSOCUG00000000321	GL019134	146340	147956
ENSOCUG00000006714	5	11717140	11743377
ENSOCUG00000033038	GL019340	28262	37965
ENSOCUG00000031733	GL019757	6067	7235
ENSOCUG00000003582	8	32875152	32888850
ENSOCUG00000005254	9	17786080	17788289
ENSOCUG00000029774	19	12331444	12332106
ENSOCUG00000017181	GL018828	217900	229651
ENSOCUG00000035289	GL019340	29956	32317
ENSOCUG00000012906	GL018930	125741	262332
ENSOCUG00000016204	13	37687026	37690344
ENSOCUG00000010973	7	149051056	149053218
ENSOCUG00000030285	GL019758	21	6098
ENSOCUG00000026570	GL019011	154981	210231
ENSOCUG00000010005	17	8994169	9073379
ENSOCUG00000004894	GL019134	150480	156655
ENSOCUG00000038361	GL019758	709	2693
ENSOCUG00000004026	20	24366266	24863883
ENSOCUG00000029445	5	1623465	1650542
ENSOCUG00000016690	GL018774	848419	924861
ENSOCUG00000016513	1	14884894	14937375
ENSOCUG00000017581	GL018867	266207	450759
ENSOCUG00000017925	GL019342	22610	23743
ENSOCUG00000010624	11	10247401	10278736
ENSOCUG00000030808	12	58695913	58988000
ENSOCUG00000007769	19	19787146	19794348
ENSOCUG00000033522	GL018752	591889	592812
ENSOCUG00000028391	GL019135	65246	65313
ENSOCUG00000009993	GL018930	329130	331994
ENSOCUG00000026843	1	32404873	32405169
ENSOCUG00000029405	GL019343	2424	38814
ENSOCUG00000027985	GL018828	261137	268675
ENSOCUG00000027837	5	1630617	1630829
ENSOCUG00000023376	GL019135	128610	129242
ENSOCUG00000030124	GL018930	380643	381761
ENSOCUG00000037860	12	52134472	52344066
ENSOCUG00000023323	11	10282858	10295135
ENSOCUG00000025974	19	12340587	12356645
ENSOCUG00000024574	GL018751	250415	258005
ENSOCUG00000008263	X	23627112	23763202
ENSOCUG00000039447	1	147294138	147294545
ENSOCUG00000032269	GL018930	385746	387113
ENSOCUG00000001165	2	83826552	83880447
ENSOCUG00000027298	17	42192255	42193785
ENSOCUG00000017197	GL018828	264155	264820
ENSOCUG00000000578	5	22279036	22280625
ENSOCUG00000028440	1	185853800	185853896
ENSOCUG00000001991	16	44748685	44780163
ENSOCUG00000001727	GL019369	3925	37567
ENSOCUG00000011434	GL018734	1234057	1321079
ENSOCUG00000032799	GL019136	34954	131075
ENSOCUG00000026108	17	81281936	81282029
ENSOCUG00000022683	GL018752	708340	711310
ENSOCUG00000009276	4	80905923	81043141
ENSOCUG00000036277	16	54626185	54640032
ENSOCUG00000010976	7	149055316	149082281
ENSOCUG00000009687	GL018720	175930	248265
ENSOCUG00000031747	GL018865	486352	488148
ENSOCUG00000017202	GL018828	268984	269850
ENSOCUG00000007683	GL018699	386312	647310
ENSOCUG00000032185	9	9439633	9440580
ENSOCUG00000038140	1	7391706	7396234
ENSOCUG00000035228	17	31593985	31597593
ENSOCUG00000009467	14	99020212	99070747
ENSOCUG00000022490	4	37279307	37298220
ENSOCUG00000004512	GL019369	27181	27988
ENSOCUG00000033006	16	54701094	54708547
ENSOCUG00000010515	7	147587273	147604904
ENSOCUG00000002249	20	7750510	7765199
ENSOCUG00000038816	GL019137	4019	4213
ENSOCUG00000034085	3	148659556	148661451
ENSOCUG00000029170	5	1696466	1724806
ENSOCUG00000034964	2	168852631	168862064
ENSOCUG00000003979	8	27396971	27415673
ENSOCUG00000011160	17	40475593	40476534
ENSOCUG00000028666	GL018734	1250303	1250404
ENSOCUG00000033967	GL019343	14862	15802
ENSOCUG00000017209	GL018828	272984	275419
ENSOCUG00000007239	2	149060455	149078897
ENSOCUG00000035144	20	30638373	30639766
ENSOCUG00000034680	GL018720	184248	185294
ENSOCUG00000002442	GL018931	1596	16482
ENSOCUG00000000158	GL019758	6658	10913
ENSOCUG00000007764	19	19808078	19993335
ENSOCUG00000039173	GL018734	1412474	1423463
ENSOCUG00000002500	14	40233820	40255595
ENSOCUG00000028087	1	163455024	163456054
ENSOCUG00000037576	GL018828	286078	288313
ENSOCUG00000013131	GL018865	488262	599953
ENSOCUG00000028030	17	81284595	81284688
ENSOCUG00000004711	GL019011	187203	229432
ENSOCUG00000018979	1	163494105	163494260
ENSOCUG00000005820	GL018795	26975	33933
ENSOCUG00000002263	GL019137	6769	35951
ENSOCUG00000011732	14	81662834	81666211
ENSOCUG00000029363	GL019370	35162	41036
ENSOCUG00000014051	9	23967188	24030522
ENSOCUG00000004150	GL018706	4965222	5016401
ENSOCUG00000027942	GL018931	17460	26663
ENSOCUG00000021243	GL019758	10554	11771
ENSOCUG00000017182	GL018774	953590	1018060
ENSOCUG00000035746	GL018734	1437679	1450140
ENSOCUG00000016426	12	20967255	20969976
ENSOCUG00000029846	GL018828	299918	303131
ENSOCUG00000007807	5	35501049	35506125
ENSOCUG00000036904	GL019371	23960	25787
ENSOCUG00000031006	GL018865	599974	603095
ENSOCUG00000034924	14	40257429	40305793
ENSOCUG00000010896	GL018752	750155	764216
ENSOCUG00000015989	20	30654556	30675598
ENSOCUG00000021336	17	42202798	42203467
ENSOCUG00000008037	15	60958741	61329711
ENSOCUG00000032069	GL019343	56175	59719
ENSOCUG00000034643	GL019011	270480	275245
ENSOCUG00000029737	X	109161588	109317017
ENSOCUG00000013898	GL018720	298685	300973
ENSOCUG00000031009	GL018865	606055	608016
ENSOCUG00000037625	9	55528977	55530941
ENSOCUG00000007685	GL018699	483838	684005
ENSOCUG00000026245	17	81287254	81287347
ENSOCUG00000030333	GL019343	66900	68066
ENSOCUG00000036671	14	40267959	40313530
ENSOCUG00000009642	GL018734	1473954	1554693
ENSOCUG00000038894	GL019011	275720	276322
ENSOCUG00000027081	20	30701401	30703512
ENSOCUG00000004994	4	84539740	84573236
ENSOCUG00000026739	17	81289935	81290028
ENSOCUG00000000580	5	22299964	22309163
ENSOCUG00000006883	11	58473380	58782717
ENSOCUG00000035567	GL018865	607024	619508
ENSOCUG00000010505	19	17798259	17874582
ENSOCUG00000021870	GL018828	306622	310982
ENSOCUG00000024952	5	27794070	27794155
ENSOCUG00000024847	GL018931	44106	81426
ENSOCUG00000038523	GL018867	451262	453558
ENSOCUG00000034308	2	168879724	168880791
ENSOCUG00000025849	GL019372	19458	25286
ENSOCUG00000024503	16	70060580	70060957
ENSOCUG00000007875	GL019762	5828	17696
ENSOCUG00000009651	GL018734	1544571	1545500
ENSOCUG00000020177	GL018720	317735	317859
ENSOCUG00000033216	3	214226	218050
ENSOCUG00000004715	17	40497340	40498278
ENSOCUG00000022325	GL019012	291674	292807
ENSOCUG00000039515	GL019344	9642	11126
ENSOCUG00000038602	GL018828	316272	317291
ENSOCUG00000025964	GL018699	669463	687698
ENSOCUG00000026289	17	81292586	81292679
ENSOCUG00000001672	GL018720	350475	394971
ENSOCUG00000034776	19	44083748	44085737
ENSOCUG00000013084	19	42478821	42482085
ENSOCUG00000006569	8	77111964	77123802
ENSOCUG00000015088	7	160431623	160436197
ENSOCUG00000038750	GL019372	26918	29269
ENSOCUG00000006721	13	87714216	87784995
ENSOCUG00000019099	GL018699	679820	679982
ENSOCUG00000000154	3	15690430	15692138
ENSOCUG00000017513	GL019137	67119	140162
ENSOCUG00000006453	1	18128297	18150187
ENSOCUG00000003101	GL018931	94102	114604
ENSOCUG00000036569	GL018720	417448	422561
ENSOCUG00000017576	GL018867	455187	462289
ENSOCUG00000006119	17	304057	317862
ENSOCUG00000022924	GL019762	20120	24413
ENSOCUG00000001392	GL018706	526053	567842
ENSOCUG00000034210	GL018795	36514	50656
ENSOCUG00000039561	12	99527303	99529972
ENSOCUG00000031088	3	286064	288380
ENSOCUG00000012424	13	119268584	119298120
ENSOCUG00000033305	GL018720	429057	429377
ENSOCUG00000009799	GL018699	708848	710251
ENSOCUG00000009636	GL018734	1554229	1587847
ENSOCUG00000039262	GL019137	141690	143318
ENSOCUG00000010656	1	38759486	38896590
ENSOCUG00000035412	GL018699	747495	748652
ENSOCUG00000032832	GL018720	470148	500725
ENSOCUG00000024350	9	56098391	56100265
ENSOCUG00000014147	1	126670499	126687079
ENSOCUG00000002256	GL018824	7990	36478
ENSOCUG00000031804	GL019013	107537	125891
ENSOCUG00000001391	GL018706	574636	580791
ENSOCUG00000022333	1	16878357	16879292
ENSOCUG00000009955	20	7852496	7900017
ENSOCUG00000005266	14	118959200	119154331
ENSOCUG00000023448	13	54454559	54542184
ENSOCUG00000038276	17	9113526	9116837
ENSOCUG00000035392	GL018795	43299	65124
ENSOCUG00000004989	4	84593407	84636430
ENSOCUG00000009543	18	9914683	10681560
ENSOCUG00000017759	X	1186701	1201991
ENSOCUG00000014367	12	124622537	124761211
ENSOCUG00000009815	7	45065669	45122839
ENSOCUG00000012225	GL018867	473131	478633
ENSOCUG00000029937	GL018720	486448	492619
ENSOCUG00000031005	1	32419591	32420151
ENSOCUG00000026975	GL019137	142347	143168
ENSOCUG00000030631	4	968769	993856
ENSOCUG00000035693	12	52629875	52630022
ENSOCUG00000034794	GL018720	512461	616339
ENSOCUG00000025663	GL019344	15302	57117
ENSOCUG00000034203	15	44877481	44881059
ENSOCUG00000031583	GL018795	62755	64017
ENSOCUG00000008974	17	31610984	31621088
ENSOCUG00000003545	14	43117966	43159836
ENSOCUG00000018509	7	17299772	17299831
ENSOCUG00000036550	GL018720	540710	580782
ENSOCUG00000008150	GL018824	40792	60799
ENSOCUG00000010891	GL019765	21	16738
ENSOCUG00000025639	12	52697077	52697222
ENSOCUG00000023786	GL018699	831598	831999
ENSOCUG00000015096	7	160453389	160455567
ENSOCUG00000009972	5	27832965	27921235
ENSOCUG00000035305	12	53363738	53364021
ENSOCUG00000031377	GL018699	863819	868932
ENSOCUG00000036622	14	110319484	110324635
ENSOCUG00000008437	GL019013	148414	185124
ENSOCUG00000016757	1	108091218	108101351
ENSOCUG00000022930	GL019373	33144	51888
ENSOCUG00000009961	GL018931	132433	157488
ENSOCUG00000009516	GL018706	628132	640671
ENSOCUG00000035802	GL018795	93230	94264
ENSOCUG00000003735	GL018824	92942	93997
ENSOCUG00000007887	14	81686893	81772566
ENSOCUG00000003576	3	48383768	49596113
ENSOCUG00000008450	GL019013	197180	205195
ENSOCUG00000005123	GL018706	660323	687786
ENSOCUG00000034990	7	149094710	149096059
ENSOCUG00000031600	GL018720	723914	732684
ENSOCUG00000005535	4	75201595	75245579
ENSOCUG00000032297	GL019373	50244	51466
ENSOCUG00000021700	GL018824	103431	104522
ENSOCUG00000003675	GL018706	777436	783994
ENSOCUG00000039369	12	53586307	53639865
ENSOCUG00000038708	9	49490160	49694057
ENSOCUG00000010157	5	1751030	1756072
ENSOCUG00000003731	2	169078446	169083027
ENSOCUG00000022483	GL019770	21	19220
ENSOCUG00000030770	GL019375	16213	28726
ENSOCUG00000031410	12	38890584	38902155
ENSOCUG00000022295	14	99081657	99083818
ENSOCUG00000034077	GL018795	167304	169921
ENSOCUG00000028269	12	54271501	54271684
ENSOCUG00000015373	18	49630538	49657518
ENSOCUG00000009956	GL018931	160143	177555
ENSOCUG00000001588	GL019013	228690	232643
ENSOCUG00000011149	7	39252172	39495474
ENSOCUG00000017571	GL018867	479919	490813
ENSOCUG00000015863	3	10771538	10777543
ENSOCUG00000009922	17	41400322	41407910
